instance,generated_sha256,source_instance,source_sha256,gamma_percent,global_seed,instance_seed_hex,target_direct_edges,actual_direct_edges,transitive_edges,max_chain_distance,meeting_incidences,realized_incidence_density_percent,eligible_precedence_posts,realized_eligible_post_density_percent,witness_sha256,construction
forum-14.prec35.dzn,42283d9d444b53bbceed9c31b98f7c92514702eabf7c9cd3a2fbd234c4617f04,forum-14.original.dzn,7b042eef7f1c194076bf4c8164db16b189b98bab3af7f6f5d99d861f2ca4cab7,35,20260724,a48b5367b234bd4c,177,177,285,4,604,29.304636,528,33.522727,a9c1a6e563ccf42a7902d226d8a27bfa1eecbf2058d3eecca5b5aaab715596d5,nested_witness_consistent_precedence_dag
forum-14.prec40.dzn,a83e7832f4d74710b8cfeeb63e98c93fa038c943214b1e6fc306fb9c2e358fa7,forum-14.original.dzn,7b042eef7f1c194076bf4c8164db16b189b98bab3af7f6f5d99d861f2ca4cab7,40,20260724,a48b5367b234bd4c,212,212,389,5,604,35.099338,528,40.151515,a9c1a6e563ccf42a7902d226d8a27bfa1eecbf2058d3eecca5b5aaab715596d5,nested_witness_consistent_precedence_dag
forumt-14.prec30.dzn,44bf96511d84ed930c1508b6ae9a3152aa47fd6b758eab5525314f131c154a69,forumt-14.original.dzn,bc408114f4d8e467efbe770daeccda69e20eb1c51bc1b705fc518e7f501ac873,30,20260724,0731c75c242bbc84,126,126,175,5,474,26.582278,414,30.434783,181a9099e745b3f5a825d2450a890b82c15051cfd1052afe82561609a43f99a0,nested_witness_consistent_precedence_dag
forumt-14.prec35.dzn,1ca9e2ba33a1db27f9d65448f2a461e68e0de664e7f5a729f44d8a8dee65d043,forumt-14.original.dzn,bc408114f4d8e467efbe770daeccda69e20eb1c51bc1b705fc518e7f501ac873,35,20260724,0731c75c242bbc84,139,139,208,5,474,29.324895,414,33.574879,181a9099e745b3f5a825d2450a890b82c15051cfd1052afe82561609a43f99a0,nested_witness_consistent_precedence_dag
forumt-14.prec40.dzn,ef0323b1d2fe546a9e785c1622411c55135b148e657fb920b21af9a309e9b37e,forumt-14.original.dzn,bc408114f4d8e467efbe770daeccda69e20eb1c51bc1b705fc518e7f501ac873,40,20260724,0731c75c242bbc84,176,176,297,6,474,37.130802,414,42.512077,181a9099e745b3f5a825d2450a890b82c15051cfd1052afe82561609a43f99a0,nested_witness_consistent_precedence_dag
forumt-14crafc.prec30.dzn,4b78af31c9b1f7e493526369fd172f27813db3a3a8d1893e92f100addfb0244b,forumt-14crafc.original.dzn,7497bc72fdee2653a57d45e99a94ff4c3be1d1fc77ab1a878bfbf156360b3ccc,30,20260724,ebc3af6d81055bd4,126,126,170,3,474,26.582278,414,30.434783,b63f96e5b3e432dd9c9f70bf5458756be84b7296f21dc980097a49fade98ab2e,nested_witness_consistent_precedence_dag
forumt-14crafc.prec35.dzn,222f2316f5ea6468a37af7f61e0d575876a172d47ecc8b282b42db6e065b6962,forumt-14crafc.original.dzn,7497bc72fdee2653a57d45e99a94ff4c3be1d1fc77ab1a878bfbf156360b3ccc,35,20260724,ebc3af6d81055bd4,139,139,196,4,474,29.324895,414,33.574879,b63f96e5b3e432dd9c9f70bf5458756be84b7296f21dc980097a49fade98ab2e,nested_witness_consistent_precedence_dag
forumt-14crafc.prec40.dzn,fdc41ca62f901408a0ae9a27ebad719ca81cc9817c927ea516d0c898b3a710bd,forumt-14crafc.original.dzn,7497bc72fdee2653a57d45e99a94ff4c3be1d1fc77ab1a878bfbf156360b3ccc,40,20260724,ebc3af6d81055bd4,176,176,308,4,474,37.130802,414,42.512077,b63f96e5b3e432dd9c9f70bf5458756be84b7296f21dc980097a49fade98ab2e,nested_witness_consistent_precedence_dag
forumt-14crafd.prec30.dzn,daecd967c0c801c6c0f5656f72efe2e43d415d23a5e8912c43d5ae805523d97c,forumt-14crafd.original.dzn,ff9a27125840b021c6bee9387045eaa32e6e322b6d22b2505e633a42638d78ec,30,20260724,7996823bb7f68392,127,127,174,4,472,26.906780,412,30.825243,7ef2ffad7fef507ef419f4896c65c03f01a50738f2a7913be1a0fb0286d65af0,nested_witness_consistent_precedence_dag
forumt-14crafd.prec35.dzn,ca60a0a2bbb06cbb371d4f8cd8d1b305043f0515c9e7fdd42206864c1dcaedbd,forumt-14crafd.original.dzn,ff9a27125840b021c6bee9387045eaa32e6e322b6d22b2505e633a42638d78ec,35,20260724,7996823bb7f68392,135,135,184,4,472,28.601695,412,32.766990,7ef2ffad7fef507ef419f4896c65c03f01a50738f2a7913be1a0fb0286d65af0,nested_witness_consistent_precedence_dag
forumt-14crafd.prec40.dzn,e4ae3634ff77a31b3a08f0f28c1a41d4bbff96c469e6c4cc3cfe7db67408b0eb,forumt-14crafd.original.dzn,ff9a27125840b021c6bee9387045eaa32e6e322b6d22b2505e633a42638d78ec,40,20260724,7996823bb7f68392,180,180,304,4,472,38.135593,412,43.689320,7ef2ffad7fef507ef419f4896c65c03f01a50738f2a7913be1a0fb0286d65af0,nested_witness_consistent_precedence_dag
forumt-14crafe.prec30.dzn,cf9d95a0f75355e2dd31c687f4c5c999317a95d9a5c2086a7f569c2db739e6e1,forumt-14crafe.original.dzn,05726bbe29a8e1413f418dfb4961af005189bf45fbf8f747afbfe9dfe596445e,30,20260724,4f37cc6f16c213bf,127,127,173,3,472,26.906780,412,30.825243,84a2f17f2c4d76818ece900e702bf3f2b262e54988a51ab5466f57d88c411f8f,nested_witness_consistent_precedence_dag
forumt-14crafe.prec35.dzn,fa4234320d859f533aea333310d1a731f31e9507065995ff6e8ab61a3d1361cf,forumt-14crafe.original.dzn,05726bbe29a8e1413f418dfb4961af005189bf45fbf8f747afbfe9dfe596445e,35,20260724,4f37cc6f16c213bf,135,135,187,3,472,28.601695,412,32.766990,84a2f17f2c4d76818ece900e702bf3f2b262e54988a51ab5466f57d88c411f8f,nested_witness_consistent_precedence_dag
forumt-14crafe.prec40.dzn,04376c6eedab9be2af93122cb36e34c488195422b1cf99518b198ffbdff68c15,forumt-14crafe.original.dzn,05726bbe29a8e1413f418dfb4961af005189bf45fbf8f747afbfe9dfe596445e,40,20260724,4f37cc6f16c213bf,180,180,299,5,472,38.135593,412,43.689320,84a2f17f2c4d76818ece900e702bf3f2b262e54988a51ab5466f57d88c411f8f,nested_witness_consistent_precedence_dag
tic-12.prec30.dzn,9110892d561e434f9db2d55ff8930367045de77e5dc66163eb808bae6c08111c,tic-12.original.dzn,f6a0647171ea3a01e077474a4c53b26d76eed6b7fe828661dbb02126b4225b46,30,20260724,957a7ae75d04fef6,56,56,76,3,250,22.400000,210,26.666667,30474df6df39034667e4d5a10c0ee525218b148e68f2ee93f1a89c8c9c67eb29,nested_witness_consistent_precedence_dag
tic-12.prec35.dzn,9470bd0ae5d66137e0e5c8db6d6f55a45915ed39033ff940e39aeac47c3a5430,tic-12.original.dzn,f6a0647171ea3a01e077474a4c53b26d76eed6b7fe828661dbb02126b4225b46,35,20260724,957a7ae75d04fef6,64,64,88,3,250,25.600000,210,30.476190,30474df6df39034667e4d5a10c0ee525218b148e68f2ee93f1a89c8c9c67eb29,nested_witness_consistent_precedence_dag
tic-12.prec40.dzn,1070b77709a2db43927fd2baec14089b211b561e99d09bb7fa9f0c63be1b5f23,tic-12.original.dzn,f6a0647171ea3a01e077474a4c53b26d76eed6b7fe828661dbb02126b4225b46,40,20260724,957a7ae75d04fef6,85,85,142,4,250,34.000000,210,40.476190,30474df6df39034667e4d5a10c0ee525218b148e68f2ee93f1a89c8c9c67eb29,nested_witness_consistent_precedence_dag
tic-12crafc.prec30.dzn,1c6b1e4595365420d8c69c5118b2167525f0fe9272060f6001282aeaef9185a7,tic-12crafc.original.dzn,0d9483a3be1bdf60a6e9a9f06fe08d414291532197fb2237096c3f2f8f93b310,30,20260724,d051056d572eb996,56,56,65,3,250,22.400000,210,26.666667,282ab0f767a5684f28b039de9a441bba6702296f65ed97e6e46f21bce6b7aae2,nested_witness_consistent_precedence_dag
tic-12crafc.prec35.dzn,db8a0f1c3e26ed4b71fd91a86ebcc2f79a1bb0032731c9e63c650bc99f880989,tic-12crafc.original.dzn,0d9483a3be1bdf60a6e9a9f06fe08d414291532197fb2237096c3f2f8f93b310,35,20260724,d051056d572eb996,64,64,79,3,250,25.600000,210,30.476190,282ab0f767a5684f28b039de9a441bba6702296f65ed97e6e46f21bce6b7aae2,nested_witness_consistent_precedence_dag
tic-12crafc.prec40.dzn,05e000793c6c39ef780d9387e2c1d429854c0dde88a649fd35d1c5f305f97d37,tic-12crafc.original.dzn,0d9483a3be1bdf60a6e9a9f06fe08d414291532197fb2237096c3f2f8f93b310,40,20260724,d051056d572eb996,85,85,122,3,250,34.000000,210,40.476190,282ab0f767a5684f28b039de9a441bba6702296f65ed97e6e46f21bce6b7aae2,nested_witness_consistent_precedence_dag
tic-13.prec30.dzn,0b9368a98f12d0ec555cd59136e49e70ff2ae3706480a52f834e0428ccd31a6e,tic-13.original.dzn,df56db93b199c1aebd8fbbd554669ea0faed2a21f1acf813a37ba2657bdfd9dd,30,20260724,426cba8e8731f641,94,94,126,3,360,26.111111,315,29.841270,19d214015f67947a1887a580f04fab6b256e253dc5564721e23aab4495f6321f,nested_witness_consistent_precedence_dag
tic-13.prec35.dzn,045ba150413e6b919eaa33fb60c27f881bc48d7b358a34b674d34d7ad3931eca,tic-13.original.dzn,df56db93b199c1aebd8fbbd554669ea0faed2a21f1acf813a37ba2657bdfd9dd,35,20260724,426cba8e8731f641,103,103,150,3,360,28.611111,315,32.698413,19d214015f67947a1887a580f04fab6b256e253dc5564721e23aab4495f6321f,nested_witness_consistent_precedence_dag
tic-13.prec40.dzn,40c7bdf2484800430c5cb8358506771aecfdb547f27a8b0ceb16b627c3929e91,tic-13.original.dzn,df56db93b199c1aebd8fbbd554669ea0faed2a21f1acf813a37ba2657bdfd9dd,40,20260724,426cba8e8731f641,132,132,210,4,360,36.666667,315,41.904762,19d214015f67947a1887a580f04fab6b256e253dc5564721e23aab4495f6321f,nested_witness_consistent_precedence_dag
tic-13crafb.prec30.dzn,9b0ce2543cb30bc37f7a521761b7cbc4430dfc00d8324f8fe461532162fc97b4,tic-13crafb.original.dzn,f4f1eaecbca9d0e58627d90010202df9f5d6fdc964fc5c1b73d022c883e97411,30,20260724,d0c7a44befa63e49,98,98,133,3,368,26.630435,323,30.340557,9d42f7b5f800c9c4e4bac5f34f3d693f2561377856ce7a10be888aa0d7822f53,nested_witness_consistent_precedence_dag
tic-13crafb.prec35.dzn,829adc51bf45aa39135b6b46b7f72b605b7457ffc49e164a365960189fe3f3e6,tic-13crafb.original.dzn,f4f1eaecbca9d0e58627d90010202df9f5d6fdc964fc5c1b73d022c883e97411,35,20260724,d0c7a44befa63e49,107,107,149,3,368,29.076087,323,33.126935,9d42f7b5f800c9c4e4bac5f34f3d693f2561377856ce7a10be888aa0d7822f53,nested_witness_consistent_precedence_dag
tic-13crafb.prec40.dzn,d6522cefbe7836d1e75b8bd8f20765b5a535c2b2fc1870114a5f8f63796aaef6,tic-13crafb.original.dzn,f4f1eaecbca9d0e58627d90010202df9f5d6fdc964fc5c1b73d022c883e97411,40,20260724,d0c7a44befa63e49,138,138,237,4,368,37.500000,323,42.724458,9d42f7b5f800c9c4e4bac5f34f3d693f2561377856ce7a10be888aa0d7822f53,nested_witness_consistent_precedence_dag
tic-13crafc.prec30.dzn,d78590eba2be941f3f249b52d7f26b1ef477d02a73de152c87e1cf725caa2baf,tic-13crafc.original.dzn,2f2b9636e44fb3f601b84fde34a690ae44ea680e9a078ce7377d47a9a5bceb18,30,20260724,a1cbcfa9ea8abe3a,94,94,128,3,360,26.111111,315,29.841270,99203d38eda00fdc15efd4088c1c574c0d88977bc58e001c17dbab5599a674b7,nested_witness_consistent_precedence_dag
tic-13crafc.prec35.dzn,9b599e6bf16d17dc6cc60688555a9b77e2db00794518397a81c0e6a2a82d8861,tic-13crafc.original.dzn,2f2b9636e44fb3f601b84fde34a690ae44ea680e9a078ce7377d47a9a5bceb18,35,20260724,a1cbcfa9ea8abe3a,103,103,150,4,360,28.611111,315,32.698413,99203d38eda00fdc15efd4088c1c574c0d88977bc58e001c17dbab5599a674b7,nested_witness_consistent_precedence_dag
tic-13crafc.prec40.dzn,d4cab3be96cab9555306fddeed9c062b5640994cfee49b04d269f43f34ad7af0,tic-13crafc.original.dzn,2f2b9636e44fb3f601b84fde34a690ae44ea680e9a078ce7377d47a9a5bceb18,40,20260724,a1cbcfa9ea8abe3a,132,132,225,4,360,36.666667,315,41.904762,99203d38eda00fdc15efd4088c1c574c0d88977bc58e001c17dbab5599a674b7,nested_witness_consistent_precedence_dag
tic-14crafa.prec30.dzn,2eb1f9a101fe59c9cc2ab28a6bbfd659ff82e79fb19d48809ddd4d10b36ef85e,tic-14crafa.original.dzn,8dd8bee6c427462c1e5f4a609a1d8c94f8456ef063cea4acabee5173c98b2ba5,30,20260724,0cdb605914e8c9bf,126,126,176,4,474,26.582278,414,30.434783,79d2e137edd0c9ed4003051c45502231bc2c52b617745d0f579aacae1501a125,nested_witness_consistent_precedence_dag
tic-14crafa.prec35.dzn,b68ca2277db5bce8ec907ce4681261afc42f44f1f786b8b5d86f9e9144bee055,tic-14crafa.original.dzn,8dd8bee6c427462c1e5f4a609a1d8c94f8456ef063cea4acabee5173c98b2ba5,35,20260724,0cdb605914e8c9bf,139,139,195,4,474,29.324895,414,33.574879,79d2e137edd0c9ed4003051c45502231bc2c52b617745d0f579aacae1501a125,nested_witness_consistent_precedence_dag
tic-14crafa.prec40.dzn,1152572ad0cafc4e46788903a483a0e652de9c8c6249b39b9b4454cd19b76805,tic-14crafa.original.dzn,8dd8bee6c427462c1e5f4a609a1d8c94f8456ef063cea4acabee5173c98b2ba5,40,20260724,0cdb605914e8c9bf,176,176,275,4,474,37.130802,414,42.512077,79d2e137edd0c9ed4003051c45502231bc2c52b617745d0f579aacae1501a125,nested_witness_consistent_precedence_dag
tic-14crafc.prec30.dzn,c6cf7f069aaf4d1356140ed71cf03e81ef397df4bdc2d4ca040a3843df44222f,tic-14crafc.original.dzn,559ebde3d87c02f55f900fbf5134f0870f006928c6be3c17644a439c59d7bc53,30,20260724,c9abfa783ac47ec9,126,126,186,5,474,26.582278,414,30.434783,055fc3ad0bda54b67755ec1d6dceaeb90fb5dac4d45a063d6f402e45455599b6,nested_witness_consistent_precedence_dag
tic-14crafc.prec35.dzn,883860d684f9542ce17a8b32d075a3ec96b5b7b6a242f3ddc8456278c7c1b5ab,tic-14crafc.original.dzn,559ebde3d87c02f55f900fbf5134f0870f006928c6be3c17644a439c59d7bc53,35,20260724,c9abfa783ac47ec9,139,139,217,5,474,29.324895,414,33.574879,055fc3ad0bda54b67755ec1d6dceaeb90fb5dac4d45a063d6f402e45455599b6,nested_witness_consistent_precedence_dag
tic-14crafc.prec40.dzn,aa057ef64d7b51b902f8923d67b9c49d2e3ec91b18f2649ab32e1496779d07c2,tic-14crafc.original.dzn,559ebde3d87c02f55f900fbf5134f0870f006928c6be3c17644a439c59d7bc53,40,20260724,c9abfa783ac47ec9,176,176,294,5,474,37.130802,414,42.512077,055fc3ad0bda54b67755ec1d6dceaeb90fb5dac4d45a063d6f402e45455599b6,nested_witness_consistent_precedence_dag
tic-14crafd.prec30.dzn,17605dcfb2135983fb89ec857d2c4ab53b18746a7b4d9552f636e355ee7f0267,tic-14crafd.original.dzn,bec7950834fca08aaba431edc12efe0a43517ca37d8912f8960d16dbd45b0a0c,30,20260724,4c57643c76b7b752,127,127,167,3,472,26.906780,412,30.825243,189c8a095e517c6dc1248143ad2f0495dc599fc2aaf5fd46eb00c06debcfbfe6,nested_witness_consistent_precedence_dag
tic-14crafd.prec35.dzn,779f21abc8666821eea5d8ac7488d0895460228b6f57af52b961b166ac189426,tic-14crafd.original.dzn,bec7950834fca08aaba431edc12efe0a43517ca37d8912f8960d16dbd45b0a0c,35,20260724,4c57643c76b7b752,135,135,184,3,472,28.601695,412,32.766990,189c8a095e517c6dc1248143ad2f0495dc599fc2aaf5fd46eb00c06debcfbfe6,nested_witness_consistent_precedence_dag
tic-14crafd.prec40.dzn,587d856e8f38aa879ae34e98a16db702f28ca54a1a1a07f66161e63c98b82960,tic-14crafd.original.dzn,bec7950834fca08aaba431edc12efe0a43517ca37d8912f8960d16dbd45b0a0c,40,20260724,4c57643c76b7b752,180,180,313,4,472,38.135593,412,43.689320,189c8a095e517c6dc1248143ad2f0495dc599fc2aaf5fd46eb00c06debcfbfe6,nested_witness_consistent_precedence_dag
ticf-13crafa.prec30.dzn,bf64666f4877c1a6a8da7a7b79eae3e1230873c5c2b3802b735faca39155a7c4,ticf-13crafa.original.dzn,ba64c2a5e80693401a95d356067448117658987065c28804f6e94a1141c552eb,30,20260724,7b0513d9b0236838,55,55,62,2,308,17.857143,238,23.109244,e63a6d6c5677e7d8b6a49f755ec3bd365374a25b43c53bb8a889ed7240907b96,nested_witness_consistent_precedence_dag
ticf-13crafa.prec35.dzn,cbe18eccf12c4946f8a72c2c19fb22b2a5316db9a3d62ce4237930ab4a10daaf,ticf-13crafa.original.dzn,ba64c2a5e80693401a95d356067448117658987065c28804f6e94a1141c552eb,35,20260724,7b0513d9b0236838,82,82,104,3,308,26.623377,238,34.453782,e63a6d6c5677e7d8b6a49f755ec3bd365374a25b43c53bb8a889ed7240907b96,nested_witness_consistent_precedence_dag
ticf-13crafa.prec40.dzn,0b432e24f29a032dc2a26f115240a10e07e501d53e8246ca2716a2a79397f1a7,ticf-13crafa.original.dzn,ba64c2a5e80693401a95d356067448117658987065c28804f6e94a1141c552eb,40,20260724,7b0513d9b0236838,96,96,136,3,308,31.168831,238,40.336134,e63a6d6c5677e7d8b6a49f755ec3bd365374a25b43c53bb8a889ed7240907b96,nested_witness_consistent_precedence_dag
ticf-13crafb.prec30.dzn,9b02c308e954dd308a54812d06054ae94d345243a92dfed2c4e5f2b10a18314e,ticf-13crafb.original.dzn,b70f8aa2e0c49890061b084e7006cc86b3ab0070df756437461afdf2b3ca19d7,30,20260724,65e8df735ca9d13c,84,84,112,3,390,21.538462,320,26.250000,8e267e7ce677bdb97ece9ad0499b3709d773fcb0729335a576793f4c9d798a3e,nested_witness_consistent_precedence_dag
ticf-13crafb.prec35.dzn,8ecdd7161bb9aa781346e7b2060b6f74264352681a1ade7866f8ab9af9a4bf9a,ticf-13crafb.original.dzn,b70f8aa2e0c49890061b084e7006cc86b3ab0070df756437461afdf2b3ca19d7,35,20260724,65e8df735ca9d13c,108,108,154,4,390,27.692308,320,33.750000,8e267e7ce677bdb97ece9ad0499b3709d773fcb0729335a576793f4c9d798a3e,nested_witness_consistent_precedence_dag
ticf-13crafb.prec40.dzn,35ccdc2eda78c40dbebcc84d16aa7d8ce2fd6aa1ca0e1392f25f45cdcb4ba57f,ticf-13crafb.original.dzn,b70f8aa2e0c49890061b084e7006cc86b3ab0070df756437461afdf2b3ca19d7,40,20260724,65e8df735ca9d13c,128,128,216,5,390,32.820513,320,40.000000,8e267e7ce677bdb97ece9ad0499b3709d773fcb0729335a576793f4c9d798a3e,nested_witness_consistent_precedence_dag
ticf-13crafc.prec30.dzn,59871068d74f44fb39a1ad51c972993d14319311d2867a63c4942d80b4cd7eb9,ticf-13crafc.original.dzn,a7570d62b5100cedc5e1f6b93d4c5b7006b13a395891388708d737212ed76fbe,30,20260724,0eb3c9ea8ccf3115,55,55,67,3,308,17.857143,238,23.109244,baab6b1801dba9088ad0dc6dc03f5e79c9c635ead41617ba49ef26483792b354,nested_witness_consistent_precedence_dag
ticf-13crafc.prec35.dzn,ba3c20b0ca61d0f6ebdfd53b20cc20b0a9a3a5b15a1e677767724c257e2a86f3,ticf-13crafc.original.dzn,a7570d62b5100cedc5e1f6b93d4c5b7006b13a395891388708d737212ed76fbe,35,20260724,0eb3c9ea8ccf3115,82,82,121,3,308,26.623377,238,34.453782,baab6b1801dba9088ad0dc6dc03f5e79c9c635ead41617ba49ef26483792b354,nested_witness_consistent_precedence_dag
ticf-13crafc.prec40.dzn,2da559af5f82ccd4f8863461397a98973ee0b3ddaece8a159a801f90161d4ef0,ticf-13crafc.original.dzn,a7570d62b5100cedc5e1f6b93d4c5b7006b13a395891388708d737212ed76fbe,40,20260724,0eb3c9ea8ccf3115,96,96,152,4,308,31.168831,238,40.336134,baab6b1801dba9088ad0dc6dc03f5e79c9c635ead41617ba49ef26483792b354,nested_witness_consistent_precedence_dag
ticf-14crafa.prec30.dzn,99404c9d21dfccf71a73962fae89f1a01166efccd15b73b4a25f5901c09e6c54,ticf-14crafa.original.dzn,b8151a9e9172903c37834821c179f39c0139495cf70d84c412bb108e4c33d65a,30,20260724,401d4af2c9f205a7,145,145,209,6,604,24.006623,528,27.462121,d69c931fc8f997641757bde6f2dca475735a3e565dbec6a8ee729ec6335cb1c3,nested_witness_consistent_precedence_dag
ticf-14crafa.prec35.dzn,4f7d6baa5bb3845c57a17cc2a7034c23dea992aab3ab529125bfb0f654812b56,ticf-14crafa.original.dzn,b8151a9e9172903c37834821c179f39c0139495cf70d84c412bb108e4c33d65a,35,20260724,401d4af2c9f205a7,177,177,270,6,604,29.304636,528,33.522727,d69c931fc8f997641757bde6f2dca475735a3e565dbec6a8ee729ec6335cb1c3,nested_witness_consistent_precedence_dag
ticf-14crafa.prec40.dzn,0c5e671a5790a3a48c771c9c5a3fbe594d945e4474fd0e9b28681557280e5d0a,ticf-14crafa.original.dzn,b8151a9e9172903c37834821c179f39c0139495cf70d84c412bb108e4c33d65a,40,20260724,401d4af2c9f205a7,212,212,368,7,604,35.099338,528,40.151515,d69c931fc8f997641757bde6f2dca475735a3e565dbec6a8ee729ec6335cb1c3,nested_witness_consistent_precedence_dag
