content_id,sha256,canonical_instance,canonical_run_path,family,variant,source_alias_count,source_alias_paths,repository_alias_count,repository_alias_paths,n_business,n_meetings,n_tables,n_total_slots,n_morning_slots,n_forbidden_assignments,n_fixed_meetings,n_direct_precedence_edges,dataset_source_page,dataset_archive_url,dataset_archive_sha256
b2b-19617e0cbd8228a0,19617e0cbd8228a07f4d1fb4a20169d59bca4892a698dc05873681a713e0d642,forumt-14crafe.forb0007,data_table06_forb/forumt-14crafe.forb0007.dzn,forbidden,forb0007,1,../noves/forumt-14crafe.forb0007.dzn,1,data_table06_forb/forumt-14crafe.forb0007.dzn,60,236,24,10,10,4,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-199c425a3e6307a9,199c425a3e6307a99a2c772c7edde7a528506fa5cbd0af939507b42c1492b171,forum-13.original,data_table03_origin/forum-13.original.dzn,original,original,1,../noves/forum-13.original.dzn,1,data_table03_origin/forum-13.original.dzn,70,154,14,21,13,22,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-1af73e04aa27c9c5,1af73e04aa27c9c56c98d213234c44f96c2b7e781abddc93eb756ec4a39fc28d,forumt-14crafd.fixed040-Forb,data_table07_fixed/forumt-14crafd.fixed040-Forb.dzn,fixed,fixed040,1,../noves/forumt-14crafd.fixed040-Forb.dzn,1,data_table07_fixed/forumt-14crafd.fixed040-Forb.dzn,60,236,25,10,10,14,94,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-20c1a4ac9d8c02a4,20c1a4ac9d8c02a47d6795674576234fe908fb53558c72471b2af7e4a4c47c1e,tic-14crafd.fixed020-Forb,data_table07_fixed/tic-14crafd.fixed020-Forb.dzn,fixed,fixed020,1,../noves/tic-14crafd.fixed020-Forb.dzn,1,data_table07_fixed/tic-14crafd.fixed020-Forb.dzn,60,236,25,10,10,0,47,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-23ddcce42f479e52,23ddcce42f479e52cb99a4d5e0baa6bd4a97ffda59362851306478ecc9fd32f6,forum-13crafb.fixed020-Forb,data_table07_fixed/forum-13crafb.fixed020-Forb.dzn,fixed,fixed020,1,../noves/forum-13crafb.fixed020-Forb.dzn,1,data_table07_fixed/forum-13crafb.fixed020-Forb.dzn,76,195,14,22,12,26,39,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-24632991b216de3c,24632991b216de3c5b9dcf846d018ffada2a20cfa0e319990510ef396511d2eb,tic-13crafc.forb0003,data_table06_forb/tic-13crafc.forb0003.dzn,forbidden,forb0003,1,../noves/tic-13crafc.forb0003.dzn,1,data_table06_forb/tic-13crafc.forb0003.dzn,47,180,19,10,10,1,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-2484f943983220c5,2484f943983220c53520718a3cd9190d037f35dbc62893cc70f97b5ecfa787fc,forum-13.fixed040-Forb,data_table07_fixed/forum-13.fixed040-Forb.dzn,fixed,fixed040,1,../noves/forum-13.fixed040-Forb.dzn,1,data_table07_fixed/forum-13.fixed040-Forb.dzn,70,154,14,21,13,22,61,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-258117be621917b1,258117be621917b1dc82611e4ccc76a645c00c6b95f30f0fb115c746fe51854d,tic-13.fixed040-Forb,data_table07_fixed/tic-13.fixed040-Forb.dzn,fixed,fixed040,1,../noves/tic-13.fixed040-Forb.dzn,1,data_table07_fixed/tic-13.fixed040-Forb.dzn,47,180,21,10,10,0,72,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-26468607e0b6d3b7,26468607e0b6d3b7908dab6b25e4a0c1ba14e9886e3c682b9e80f10dceaefcd5,tic-13crafc.fixed040-Forb,data_table07_fixed/tic-13crafc.fixed040-Forb.dzn,fixed,fixed040,1,../noves/tic-13crafc.fixed040-Forb.dzn,1,data_table07_fixed/tic-13crafc.fixed040-Forb.dzn,47,180,19,10,10,0,72,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-26b1d0f2c809e4bb,26b1d0f2c809e4bb2eb4132f284c4e55d9f471d687e44b290b72940f367b7a15,forumt-14.prec15,data_table08_prec/forumt-14.prec15.dzn,precedence,prec15,1,../noves/forumt-14.prec15.dzn,1,data_table08_prec/forumt-14.prec15.dzn,60,237,27,10,10,14,0,44,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-2b75cc24046a04af,2b75cc24046a04afbef92436e1e6c41b4b19597690927df6a8bd4d7d206a241e,tic-14crafa.fixed040-Forb,data_table07_fixed/tic-14crafa.fixed040-Forb.dzn,fixed,fixed040,1,../noves/tic-14crafa.fixed040-Forb.dzn,1,data_table07_fixed/tic-14crafa.fixed040-Forb.dzn,60,237,27,10,10,0,94,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-2bd515b5f0517ee5,2bd515b5f0517ee58691564c1427d285ba52246c9b29578e9b6c4f28e6e39d1d,forumt-14crafc.prec15,data_table08_prec/forumt-14crafc.prec15.dzn,precedence,prec15,1,../noves/forumt-14crafc.prec15.dzn,1,data_table08_prec/forumt-14crafc.prec15.dzn,60,237,25,10,10,14,0,44,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-2db2e812b65b8b00,2db2e812b65b8b00998818cf42ec19ffc1208d7bf35cbec6cb14757871987f7e,tic-12crafc.fixed020-Forb,data_table07_fixed/tic-12crafc.fixed020-Forb.dzn,fixed,fixed020,1,../noves/tic-12crafc.fixed020-Forb.dzn,1,data_table07_fixed/tic-12crafc.fixed020-Forb.dzn,42,125,16,8,8,0,25,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-2f2b9636e44fb3f6,2f2b9636e44fb3f601b84fde34a690ae44ea680e9a078ce7377d47a9a5bceb18,tic-13crafc.original,data_table03_origin/tic-13crafc.original.dzn,original,original,1,../noves/tic-13crafc.original.dzn,1,data_table03_origin/tic-13crafc.original.dzn,47,180,19,10,10,0,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-3023558fc3a91142,3023558fc3a91142b7efe9e4136fc05a9b1f87351bab08fa4014a9a4b14a8e81,forum-13crafb.prec25,data_table08_prec/forum-13crafb.prec25.dzn,precedence,prec25,1,../noves/forum-13crafb.prec25.dzn,1,data_table08_prec/forum-13crafb.prec25.dzn,76,195,14,22,12,26,0,71,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-329816d5695d44da,329816d5695d44dab35baac52bb55fa2c4b97b691ebbaeeeb79f536b1748e2da,forum-13.prec25,data_table08_prec/forum-13.prec25.dzn,precedence,prec25,1,../noves/forum-13.prec25.dzn,1,data_table08_prec/forum-13.prec25.dzn,70,154,14,21,13,22,0,48,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-374c58fa947a88ba,374c58fa947a88bab923bd35a804a1fe7b42eebb4e26988ec2767cbcc430dbb5,tic-13.forb0007,data_table06_forb/tic-13.forb0007.dzn,forbidden,forb0007,1,../noves/tic-13.forb0007.dzn,1,data_table06_forb/tic-13.forb0007.dzn,47,180,21,10,10,3,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-39598e5e6cfbae3a,39598e5e6cfbae3a525691f20903e82eafb6958c238efb7c2b82ee27e694f775,forum-13crafb.fixed040-Forb,data_table07_fixed/forum-13crafb.fixed040-Forb.dzn,fixed,fixed040,1,../noves/forum-13crafb.fixed040-Forb.dzn,1,data_table07_fixed/forum-13crafb.fixed040-Forb.dzn,76,195,14,22,12,26,78,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-3ad4b45cd6f0b5a9,3ad4b45cd6f0b5a9682cceb9e2da60691ef8142a2c7d4a22cc02e9e36b42172e,tic-14crafd.prec15,data_table08_prec/tic-14crafd.prec15.dzn,precedence,prec15,1,../noves/tic-14crafd.prec15.dzn,1,data_table08_prec/tic-14crafd.prec15.dzn,60,236,25,10,10,0,0,41,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-3c626157e9a6369f,3c626157e9a6369f93e0cfb9e4a01b1fee523f191980479edee3cbc6881a9b5a,tic-14crafa.prec15,data_table08_prec/tic-14crafa.prec15.dzn,precedence,prec15,1,../noves/tic-14crafa.prec15.dzn,1,data_table08_prec/tic-14crafa.prec15.dzn,60,237,27,10,10,0,0,44,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-3f9a28601f41757a,3f9a28601f41757a483ba6ed831c1488f2b2c277a7cf67686bc4e4d931d701bc,tic-14crafd.prec25,data_table08_prec/tic-14crafd.prec25.dzn,precedence,prec25,1,../noves/tic-14crafd.prec25.dzn,1,data_table08_prec/tic-14crafd.prec25.dzn,60,236,25,10,10,0,0,96,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-4096b2b505777390,4096b2b505777390e32ebb8ee92dca7b8a90caba7d6e39677ae32b1871cbd8e6,tic-12crafc.prec15,data_table08_prec/tic-12crafc.prec15.dzn,precedence,prec15,1,../noves/tic-12crafc.prec15.dzn,1,data_table08_prec/tic-12crafc.prec15.dzn,42,125,16,8,8,0,0,24,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-41aa8bf2170d5150,41aa8bf2170d515092e362ca4e9bcdd3c58d3ed4f53f635fc06e2838dc5ed521,forumt-14.forb0007,data_table06_forb/forumt-14.forb0007.dzn,forbidden,forb0007,2,../noves/forumt-14.forb0007.dzn | ../noves/tic-14crafa.forb0007.dzn,2,data_table06_forb/forumt-14.forb0007.dzn | data_table06_forb/tic-14crafa.forb0007.dzn,60,237,27,10,10,4,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-4460f65c67b8f270,4460f65c67b8f270876abd0b1b116607ed9ba42c901140b40f9a1b2972387685,tic-14crafc.prec25,data_table08_prec/tic-14crafc.prec25.dzn,precedence,prec25,1,../noves/tic-14crafc.prec25.dzn,1,data_table08_prec/tic-14crafc.prec25.dzn,60,237,25,10,10,0,0,93,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-4aa41cba1098bda4,4aa41cba1098bda4e1db3244db9de9ef1f0116133d665929fe43c36968f77c9c,forumt-14crafc.fixed040-Forb,data_table07_fixed/forumt-14crafc.fixed040-Forb.dzn,fixed,fixed040,1,../noves/forumt-14crafc.fixed040-Forb.dzn,1,data_table07_fixed/forumt-14crafc.fixed040-Forb.dzn,60,237,25,10,10,14,94,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-4fa7c70b89245b62,4fa7c70b89245b622fdf439fff74f209e9f80153704d9421baa6b210956f4878,tic-13crafb.forb0007,data_table06_forb/tic-13crafb.forb0007.dzn,forbidden,forb0007,1,../noves/tic-13crafb.forb0007.dzn,1,data_table06_forb/tic-13crafb.forb0007.dzn,46,184,21,10,10,3,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-51dec1488cb36294,51dec1488cb36294c48480ed210149fa47b8c28d3e9fbce4803189ba048f958c,ticf-13crafa.prec15,data_table08_prec/ticf-13crafa.prec15.dzn,precedence,prec15,1,../noves/ticf-13crafa.prec15.dzn,1,data_table08_prec/ticf-13crafa.prec15.dzn,70,154,14,21,13,0,0,14,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-5359dd083a8ad211,5359dd083a8ad211155ac001c0f45a7f5deb9c268bd997234153c115b1a952ea,forumt-14crafe.fixed040-Forb,data_table07_fixed/forumt-14crafe.fixed040-Forb.dzn,fixed,fixed040,1,../noves/forumt-14crafe.fixed040-Forb.dzn,1,data_table07_fixed/forumt-14crafe.fixed040-Forb.dzn,60,236,24,10,10,14,94,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-5461a3780bea0365,5461a3780bea0365c04358fd9587aa536b00e15b7bcabb809288cde18c166127,tic-12.fixed040-Forb,data_table07_fixed/tic-12.fixed040-Forb.dzn,fixed,fixed040,1,../noves/tic-12.fixed040-Forb.dzn,1,data_table07_fixed/tic-12.fixed040-Forb.dzn,42,125,21,8,8,0,50,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-559ebde3d87c02f5,559ebde3d87c02f55f900fbf5134f0870f006928c6be3c17644a439c59d7bc53,tic-14crafc.original,data_table03_origin/tic-14crafc.original.dzn,original,original,1,../noves/tic-14crafc.original.dzn,1,data_table03_origin/tic-14crafc.original.dzn,60,237,25,10,10,0,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-563afc2b8c13b7bc,563afc2b8c13b7bc55e5dd76541e46a806202755207296c4a1b1ca3eef12e7f5,forum-13crafc.prec25,data_table08_prec/forum-13crafc.prec25.dzn,precedence,prec25,1,../noves/forum-13crafc.prec25.dzn,1,data_table08_prec/forum-13crafc.prec25.dzn,70,154,12,21,13,22,0,48,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-602195d241378f80,602195d241378f80b778c9aec1ba1afde3b4b8b55fb017dd735bd4baf3f0a0e7,forum-13crafc.forb0003,data_table06_forb/forum-13crafc.forb0003.dzn,forbidden,forb0003,2,../noves/forum-13crafc.forb0003.dzn | ../noves/ticf-13crafc.forb0003.dzn,2,data_table06_forb/forum-13crafc.forb0003.dzn | data_table06_forb/ticf-13crafc.forb0003.dzn,70,154,12,21,13,4,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-617e3c5fa28ccf0d,617e3c5fa28ccf0d24e4e4d2414bb06fab763003a816be98a943937be623f894,forum-14.prec25,data_table08_prec/forum-14.prec25.dzn,precedence,prec25,1,../noves/forum-14.prec25.dzn,1,data_table08_prec/forum-14.prec25.dzn,78,302,22,22,12,116,0,126,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-62746a8d315a262a,62746a8d315a262a23dc11d61be98bf54321cb5b07b95cc8b1907b360ee74546,tic-14crafa.fixed020-Forb,data_table07_fixed/tic-14crafa.fixed020-Forb.dzn,fixed,fixed020,1,../noves/tic-14crafa.fixed020-Forb.dzn,1,data_table07_fixed/tic-14crafa.fixed020-Forb.dzn,60,237,27,10,10,0,47,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-655cd690b48f2d7b,655cd690b48f2d7b0196a7e267e2ad8e277a6574238c8a6605a62ba7f41070c0,tic-13crafc.fixed020-Forb,data_table07_fixed/tic-13crafc.fixed020-Forb.dzn,fixed,fixed020,1,../noves/tic-13crafc.fixed020-Forb.dzn,1,data_table07_fixed/tic-13crafc.fixed020-Forb.dzn,47,180,19,10,10,0,36,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-65a96b9dd660a8a3,65a96b9dd660a8a35101f86ce6ef259ab1117592f94b75bcf9458f90ff8a9285,forum-13crafc.original,data_table03_origin/forum-13crafc.original.dzn,original,original,1,../noves/forum-13crafc.original.dzn,1,data_table03_origin/forum-13crafc.original.dzn,70,154,12,21,13,22,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-6709604f5b95997c,6709604f5b95997c696ac7e06b15797ba6577672686cf7343f6a43cb403618c5,forumt-14crafc.fixed020-Forb,data_table07_fixed/forumt-14crafc.fixed020-Forb.dzn,fixed,fixed020,1,../noves/forumt-14crafc.fixed020-Forb.dzn,1,data_table07_fixed/forumt-14crafc.fixed020-Forb.dzn,60,237,25,10,10,14,47,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-67efb820126aade0,67efb820126aade040f08159e70a664048f3906e8584e9a45c8d50b6295c705a,tic-13.prec15,data_table08_prec/tic-13.prec15.dzn,precedence,prec15,1,../noves/tic-13.prec15.dzn,1,data_table08_prec/tic-13.prec15.dzn,47,180,21,10,10,0,0,35,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
